id,id_area,"AREA","SERVEI",id_carta,"CARTA","EXERCICI",ORDRE,"COMPROMISOS","OBJECTIUS_ANUALS","INDICADORS","UNITAT_COMPROMIS",COMPROMIS_ANUAL,RES_1R,RES_2R,RES_3R,RES_4R,RES_UNIC,GRAU_ACOMPLIMENT,PERCENTATGE,"CODI_ENS","NOM_ENS",id_compromis
"174","1","Alcaldia","U085 - UNITAT DE GOVERN OBERT","9","GOVERN OBERT","2023","4","Mantenir i millorar les avaluacions externes","100% de valoració","Resultats a les avaluacions externes","Percentatge","100.0","100.0","100.0","100.0","100.0","0.0","100.0","100.0","818460009","Ajuntament de Rubí","38"
"175","1","Alcaldia","U085 - UNITAT DE GOVERN OBERT","9","GOVERN OBERT","2023","5","Ampliar els processos participatius","2 processos/any","Nombre de processos participatius","Processos participatius","2.0","2.0","0.0","3.0","1.0","0.0","6.0","100.0","818460009","Ajuntament de Rubí","39"
"176","1","Alcaldia","U085 - UNITAT DE GOVERN OBERT","9","GOVERN OBERT","2023","6","Incrementar la participació en processos normatius","10% anual","Persones participants als processos","Persones","5000.0","8754.0","10030.0","11218.0","12578.0","0.0","42580.0","100.0","818460009","Ajuntament de Rubí","40"
"305","1","Alcaldia","U085 - UNITAT DE GOVERN OBERT","9","GOVERN OBERT","2024","2","Actualitzar la informació del Portal de Transparència","100% ítems","Nombre d\'ítems","Ítems","145.0","151.0","151.0","152.0","152.0","0.0","151.5","100.0","818460009","Ajuntament de Rubí","36"
"306","1","Alcaldia","U085 - UNITAT DE GOVERN OBERT","9","GOVERN OBERT","2024","3","Mantenir actualitzat el portal de dades obertes","5% anual","Nombre de bases de dades","Bases de dades","67.0","72.0","72.0","74.0","74.0","0.0","73.0","100.0","818460009","Ajuntament de Rubí","37"
"307","1","Alcaldia","U085 - UNITAT DE GOVERN OBERT","9","GOVERN OBERT","2024","4","Mantenir i millorar les avaluacions externes","100% de valoració","Resultats a les avaluacions externes","Percentatge","100.0","100.0","100.0","92.0","100.0","0.0","98.0","98.0","818460009","Ajuntament de Rubí","38"
"308","1","Alcaldia","U085 - UNITAT DE GOVERN OBERT","9","GOVERN OBERT","2024","5","Ampliar els processos participatius","2 processos/any","Nombre de processos participatius","Processos participatius","2.0","4.0","3.0","3.0","2.0","0.0","12.0","100.0","818460009","Ajuntament de Rubí","39"
"309","1","Alcaldia","U085 - UNITAT DE GOVERN OBERT","9","GOVERN OBERT","2024","6","Incrementar la participació en processos normatius","10% anual","Persones participants als processos","Persones","5000.0","0.0","2.0","53.0","35.0","0.0","90.0","1.0","818460009","Ajuntament de Rubí","40"
"515","1","Alcaldia","U085 - UNITAT DE GOVERN OBERT","9","GOVERN OBERT","2025","2","Actualitzar la informació del Portal de Transparència","100% ítems","Nombre d\'ítems","Ítems","145.0","153.0","153.0","153.0","0.0","0.0","114.75","79.0","818460009","Ajuntament de Rubí","36"
"516","1","Alcaldia","U085 - UNITAT DE GOVERN OBERT","9","GOVERN OBERT","2025","3","Mantenir actualitzat el portal de dades obertes","5% anual","Nombre de bases de dades","Bases de dades","67.0","75.0","82.0","82.0","0.0","0.0","59.75","89.0","818460009","Ajuntament de Rubí","37"
"517","1","Alcaldia","U085 - UNITAT DE GOVERN OBERT","9","GOVERN OBERT","2025","4","Mantenir i millorar les avaluacions externes","100% de valoració","Resultats a les avaluacions externes","Percentatge","100.0","100.0","100.0","100.0","0.0","0.0","75.0","75.0","818460009","Ajuntament de Rubí","38"
"518","1","Alcaldia","U085 - UNITAT DE GOVERN OBERT","9","GOVERN OBERT","2025","5","Ampliar els processos participatius","2 processos/any","Nombre de processos participatius","Processos participatius","2.0","4.0","0.0","0.0","0.0","0.0","4.0","100.0","818460009","Ajuntament de Rubí","39"
"519","1","Alcaldia","U085 - UNITAT DE GOVERN OBERT","9","GOVERN OBERT","2025","6","Incrementar la participació en processos normatius","10% anual","Persones participants als processos","Persones","5000.0","73.0","0.0","0.0","0.0","0.0","73.0","1.0","818460009","Ajuntament de Rubí","40"
"51","6","Drets Socials","U032 - ÀREA DE DRETS SOCIALS","10","HABITATGE","2022","1","2.-Augmentar el parc social d'habitatges","Compra de 2 habitatges / any per tanteig i retracte","Increment habitatges socials","Habitatges per tipologia","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","42"
"52","6","Drets Socials","U032 - ÀREA DE DRETS SOCIALS","10","HABITATGE","2022","2","2.-Augmentar el parc social d'habitatges","Obtenir cessió habitatges i augment borsa de lloguer en un 5% per any","Increment habitatges socials","Habitatges per tipologia","2.0","2.0","2.0","2.0","2.0","0.0","2.0","100.0","818460009","Ajuntament de Rubí","42"
"53","6","Drets Socials","U032 - ÀREA DE DRETS SOCIALS","10","HABITATGE","2022","3","2.-Augmentar el parc social d'habitatges","Promoció de 49 habitatges en el període 2023-2027","Increment habitatges socials","Promocions","1.0","0.0","1.0","0.0","0.0","0.0","1.0","100.0","818460009","Ajuntament de Rubí","42"
"54","6","Drets Socials","U032 - ÀREA DE DRETS SOCIALS","10","HABITATGE","2022","4","3.-Assegurar un nivell elevat de satisfacció dels usuaris/es","Menys de 10 queixes a l'any","Nombre de queixes rebudes","Queixes","10.0","0.0","1.0","4.0","3.0","0.0","8.0","100.0","818460009","Ajuntament de Rubí","43"
"177","6","Drets Socials","U032 - ÀREA DE DRETS SOCIALS","10","HABITATGE","2023","1","4.-Donar resposta ràpida a peticions d'informació jurídica","Primera visita en 1 setmana","Temps de resposta","No informat","7.0","6.0","6.0","6.0","6.0","0.0","6.0","100.0","818460009","Ajuntament de Rubí","41"
"178","6","Drets Socials","U032 - ÀREA DE DRETS SOCIALS","10","HABITATGE","2023","2","2.-Augmentar el parc social d'habitatges","Compra de 2 habitatges / any per tanteig i retracte","Increment habitatges socials","Habitatges per tipologia","1.0","2.0","2.0","0.0","0.0","0.0","4.0","100.0","818460009","Ajuntament de Rubí","42"
"179","6","Drets Socials","U032 - ÀREA DE DRETS SOCIALS","10","HABITATGE","2023","3","2.-Augmentar el parc social d'habitatges","Obtenir cessió habitatges i augment borsa de lloguer en un 5% per any","Increment habitatges socials","Habitatges per tipologia","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","42"
"180","6","Drets Socials","U032 - ÀREA DE DRETS SOCIALS","10","HABITATGE","2023","4","2.-Augmentar el parc social d'habitatges","Promoció de 49 habitatges en el període 2023-2027","Increment habitatges socials","Promocions","1.0","0.0","1.0","0.0","0.0","0.0","1.0","100.0","818460009","Ajuntament de Rubí","42"
"181","6","Drets Socials","U032 - ÀREA DE DRETS SOCIALS","10","HABITATGE","2023","5","3.-Assegurar un nivell elevat de satisfacció dels usuaris/es","Menys de 10 queixes a l'any","Nombre de queixes rebudes","Queixes","10.0","2.0","1.0","4.0","2.0","0.0","9.0","0.0","818460009","Ajuntament de Rubí","43"
"414","6","Drets Socials","U032 - ÀREA DE DRETS SOCIALS","10","HABITATGE","2024","1","1.-Donar resposta ràpida a consultes i atencions sobre la temàtica d'habitatge","Primera visita en 1 setmana (2024)","Temps de resposta","No informat","7.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","818460009","Ajuntament de Rubí","131"
"311","6","Drets Socials","U032 - ÀREA DE DRETS SOCIALS","10","HABITATGE","2024","2","2.-Augmentar el parc social d'habitatges","Compra de 2 habitatges / any per tanteig i retracte","Increment habitatges socials","Habitatges per tipologia","2.0","0.0","0.0","1.0","0.0","0.0","1.0","50.0","818460009","Ajuntament de Rubí","42"
"312","6","Drets Socials","U032 - ÀREA DE DRETS SOCIALS","10","HABITATGE","2024","3","2.-Augmentar el parc social d'habitatges","Obtenir cessió habitatges i augment borsa de lloguer en un 5% per any","Increment habitatges socials","Habitatges per tipologia","5.0","0.0","1.0","0.0","1.0","0.0","0.5","0.0","818460009","Ajuntament de Rubí","42"
"313","6","Drets Socials","U032 - ÀREA DE DRETS SOCIALS","10","HABITATGE","2024","4","2.-Augmentar el parc social d'habitatges","Promoció de 49 habitatges en el període 2023-2027","Increment habitatges socials","Promocions","1.0","0.5","0.5","0.75","0.0","0.0","1.75","100.0","818460009","Ajuntament de Rubí","42"
"314","6","Drets Socials","U032 - ÀREA DE DRETS SOCIALS","10","HABITATGE","2024","5","3.-Assegurar un nivell elevat de satisfacció dels usuaris/es","Menys de 10 queixes a l'any","Nombre de queixes rebudes","Queixes","10.0","3.0","2.0","2.0","1.0","0.0","8.0","100.0","818460009","Ajuntament de Rubí","43"
"520","6","Drets Socials","U032 - ÀREA DE DRETS SOCIALS","10","HABITATGE","2025","1","4.-Donar resposta ràpida a peticions d'informació jurídica","Primera visita en 1 setmana","Temps de resposta","No informat","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","41"
"521","6","Drets Socials","U032 - ÀREA DE DRETS SOCIALS","10","HABITATGE","2025","2","2.-Augmentar el parc social d'habitatges","Compra de 2 habitatges / any per tanteig i retracte","Increment habitatges socials","Habitatges per tipologia","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","42"
"522","6","Drets Socials","U032 - ÀREA DE DRETS SOCIALS","10","HABITATGE","2025","3","2.-Augmentar el parc social d'habitatges","Obtenir cessió habitatges i augment borsa de lloguer en un 5% per any","Increment habitatges socials","Habitatges per tipologia","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","42"
"523","6","Drets Socials","U032 - ÀREA DE DRETS SOCIALS","10","HABITATGE","2025","4","2.-Augmentar el parc social d'habitatges","Promoció de 49 habitatges en el període 2023-2027","Increment habitatges socials","Promocions","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","42"
"524","6","Drets Socials","U032 - ÀREA DE DRETS SOCIALS","10","HABITATGE","2025","5","3.-Assegurar un nivell elevat de satisfacció dels usuaris/es","Menys de 10 queixes a l'any","Nombre de queixes rebudes","Queixes","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","43"
"55","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2022","1","1.-Atendre les persones que han sol·licitat cita al SIAD","100% de les demandes","Percentatge de dones ateses pel servei sobre el total que l'ha sol·licitat","Percentatge","48.0","36.0","36.0","36.0","36.0","0.0","36.0","75.0","818460009","Ajuntament de Rubí","44"
"56","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2022","2","Millorar la intervenció psicològica especialitzada en violència de gènere","Donar visita d'atenció psicològica en 15 dies hàbils","Temps de resposta","Hores","72.0","36.0","36.0","36.0","36.0","0.0","36.0","0.0","818460009","Ajuntament de Rubí","45"
"57","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2022","3","2.-Oferir intervenció psicològica especialitzada en violència de gènere","100% de dones que compleixin els criteris d'entrada al servei d'atenció psicològica","Percentatge de dones ateses en situació d'urgència","Percentatge","15.0","12.0","12.0","12.0","12.0","0.0","12.0","100.0","818460009","Ajuntament de Rubí","132"
"58","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2022","4","3.-Atendre les dones que es troben en situació de violència masclista valorada com ''urgent''","Atendre les dones en situació de violència masclista en un màxim de 72 h","Temps de resposta","Hores","72.0","52.0","50.0","52.0","50.0","0.0","51.0","100.0","818460009","Ajuntament de Rubí","46"
"59","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2022","6","4.-Oferir informació i assessorament legal sobre divorcis, custòdia d'infants, incompliment de pensions, règim de visites i violència masclista.","Reduir el temps de resposta a les 72 h següents a la petició d\'hora","Temps de resposta","Hores","72.0","70.0","70.0","70.0","70.0","0.0","70.0","100.0","818460009","Ajuntament de Rubí","47"
"62","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2022","7","5.-Organitzar grups d'aprenentatge d'habilitats assertives i de millora de l'autoestima","Organitzar dos tallers","Nombre de participants","Participants","130.0","32.0","16.0","45.0","45.0","0.0","138.0","100.0","818460009","Ajuntament de Rubí","48"
"61","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2022","8","5.-Organitzar grups d'aprenentatge d'habilitats assertives i de millora de l'autoestima","2 tallers l'any","Nombre de tallers","Tallers","2.0","4.0","2.0","3.0","3.0","0.0","12.0","100.0","818460009","Ajuntament de Rubí","48"
"63","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2022","9","6.-Promoure activitats de sensibilització als barris","4 campanyes de sensibilització","Nombre d'activitats","Activitats","3.0","3.0","2.0","3.0","3.0","0.0","11.0","100.0","818460009","Ajuntament de Rubí","49"
"64","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2022","10","Programar campanyes de divulgació per promoure la igualtat entre homes i dones","Impulsar 2 campanyes","Nombre de campanyes","Campanyes","2.0","1.0","2.0","2.0","2.0","0.0","7.0","100.0","818460009","Ajuntament de Rubí","50"
"182","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2023","1","1.-Atendre les persones que han sol·licitat cita al SIAD","100% de les demandes","Percentatge de dones ateses pel servei sobre el total que l'ha sol·licitat","Percentatge","36.0","36.0","36.0","36.0","36.0","0.0","36.0","100.0","818460009","Ajuntament de Rubí","44"
"183","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2023","2","Millorar la intervenció psicològica especialitzada en violència de gènere","Donar visita d'atenció psicològica en 15 dies hàbils","Temps de resposta","Hores","48.0","48.0","48.0","48.0","48.0","0.0","48.0","100.0","818460009","Ajuntament de Rubí","45"
"184","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2023","3","2.-Oferir intervenció psicològica especialitzada en violència de gènere","100% de dones que compleixin els criteris d'entrada al servei d'atenció psicològica","Percentatge de dones ateses en situació d'urgència","Percentatge","12.0","12.0","12.0","12.0","12.0","0.0","12.0","100.0","818460009","Ajuntament de Rubí","132"
"185","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2023","4","3.-Atendre les dones que es troben en situació de violència masclista valorada com ''urgent''","Atendre les dones en situació de violència masclista en un màxim de 72 h","Temps de resposta","Hores","48.0","48.0","48.0","48.0","48.0","0.0","48.0","100.0","818460009","Ajuntament de Rubí","46"
"186","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2023","6","4.-Oferir informació i assessorament legal sobre divorcis, custòdia d'infants, incompliment de pensions, règim de visites i violència masclista.","Reduir el temps de resposta a les 72 h següents a la petició d\'hora","Temps de resposta","Hores","48.0","48.0","48.0","48.0","48.0","0.0","48.0","100.0","818460009","Ajuntament de Rubí","47"
"189","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2023","7","5.-Organitzar grups d'aprenentatge d'habilitats assertives i de millora de l'autoestima","Organitzar dos tallers","Nombre de participants","Participants","55.0","19.0","9.0","12.0","15.0","0.0","55.0","100.0","818460009","Ajuntament de Rubí","48"
"188","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2023","8","5.-Organitzar grups d'aprenentatge d'habilitats assertives i de millora de l'autoestima","2 tallers l'any","Nombre de tallers","Tallers","2.0","2.0","1.0","1.0","2.0","0.0","6.0","100.0","818460009","Ajuntament de Rubí","48"
"190","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2023","9","6.-Promoure activitats de sensibilització als barris","4 campanyes de sensibilització","Nombre d'activitats","Activitats","4.0","3.0","2.0","1.0","7.0","0.0","13.0","100.0","818460009","Ajuntament de Rubí","49"
"191","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2023","10","Programar campanyes de divulgació per promoure la igualtat entre homes i dones","Impulsar 2 campanyes","Nombre de campanyes","Campanyes","2.0","1.0","1.0","0.0","2.0","0.0","4.0","100.0","818460009","Ajuntament de Rubí","50"
"455","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2024","1","9.-Atendre a totes les persones que es dirigeixin al SAI Rubí","100% de les demandes","Percentatge de persones ateses pel servei sobre el total que l'ha sol·licitat","Percentatge","100.0","100.0","100.0","100.0","100.0","0.0","100.0","100.0","818460009","Ajuntament de Rubí","118"
"443","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2024","2","2.-Oferir intervenció psicològica especialitzada en violència de gènere","100% de dones que compleixin els criteris d'entrada al servei d'atenció psicològica","Percentatge de dones ateses en situació d'urgència","Percentatge","100.0","100.0","100.0","100.0","100.0","0.0","100.0","100.0","818460009","Ajuntament de Rubí","132"
"456","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2024","3","3.-Atendre les dones que es troben en situació de violència masclista valorada com ''urgent''","100% de les dones ateses en situació urgent per violència masclista","Percentatge de dones ateses en situació d'urgència","Percentatge","100.0","100.0","100.0","100.0","100.0","0.0","100.0","100.0","818460009","Ajuntament de Rubí","46"
"447","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2024","4","4.-Oferir informació i assessorament legal sobre divorcis, custòdia d'infants, incompliment de pensions, règim de visites i violència masclista.","100% de les dones que han demanat cita","Percentatge de dones ateses pel servei d'assessorament jurídic","Percentatge","100.0","100.0","100.0","100.0","100.0","0.0","100.0","100.0","818460009","Ajuntament de Rubí","47"
"448","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2024","5","5.-Organitzar grups d'aprenentatge d'habilitats assertives i de millora de l'autoestima","2 tallers l'any","Nombre de tallers","Tallers","2.0","2.0","2.0","1.0","2.0","0.0","7.0","100.0","818460009","Ajuntament de Rubí","48"
